[05:42:41] SERVER_METRIC - CPU: Normal | RAM: 10%
[05:43:35] SERVER_METRIC - CPU: Normal | RAM: 30%
[05:43:36] SERVER_METRIC - CPU: Normal | RAM: 22%
[05:43:37] SERVER_METRIC - CPU: Normal | RAM: 97%
[05:43:38] SERVER_METRIC - CPU: Normal | RAM: 22%
[05:43:39] SERVER_METRIC - CPU: Normal | RAM: 13%
[05:43:40] SERVER_METRIC - CPU: Normal | RAM: 13%
[05:43:41] SERVER_METRIC - CPU: Normal | RAM: 31%
[05:43:42] SERVER_METRIC - CPU: Normal | RAM: 86%
[05:43:43] SERVER_METRIC - CPU: Normal | RAM: 89%
[05:43:44] SERVER_METRIC - CPU: Normal | RAM: 73%
[05:43:45] SERVER_METRIC - CPU: Normal | RAM: 6%
[05:43:46] SERVER_METRIC - CPU: Normal | RAM: 17%
[05:43:47] SERVER_METRIC - CPU: Normal | RAM: 33%
[05:43:48] SERVER_METRIC - CPU: Normal | RAM: 93%
[05:43:49] SERVER_METRIC - CPU: Normal | RAM: 85%
[05:43:50] SERVER_METRIC - CPU: Normal | RAM: 41%
[05:43:51] SERVER_METRIC - CPU: Normal | RAM: 63%
[05:43:52] SERVER_METRIC - CPU: Normal | RAM: 85%
[05:43:53] SERVER_METRIC - CPU: Normal | RAM: 76%
[05:43:54] SERVER_METRIC - CPU: Normal | RAM: 49%
[05:43:55] SERVER_METRIC - CPU: Normal | RAM: 5%
[05:43:56] SERVER_METRIC - CPU: Normal | RAM: 69%
[05:43:57] SERVER_METRIC - CPU: Normal | RAM: 18%
[05:43:58] SERVER_METRIC - CPU: Normal | RAM: 30%
[05:43:59] SERVER_METRIC - CPU: Normal | RAM: 84%
[05:44:00] SERVER_METRIC - CPU: Normal | RAM: 91%
[05:44:01] SERVER_METRIC - CPU: Normal | RAM: 93%
[05:44:02] SERVER_METRIC - CPU: Normal | RAM: 94%
[05:44:03] SERVER_METRIC - CPU: Normal | RAM: 33%
[05:44:04] SERVER_METRIC - CPU: Normal | RAM: 7%
[05:44:05] SERVER_METRIC - CPU: Normal | RAM: 81%
[05:44:06] SERVER_METRIC - CPU: Normal | RAM: 89%
[05:44:07] SERVER_METRIC - CPU: Normal | RAM: 96%
[05:44:08] SERVER_METRIC - CPU: Normal | RAM: 76%
[05:44:09] SERVER_METRIC - CPU: Normal | RAM: 20%
[05:44:10] SERVER_METRIC - CPU: Normal | RAM: 56%
[05:44:11] SERVER_METRIC - CPU: Normal | RAM: 31%
[05:44:12] SERVER_METRIC - CPU: Normal | RAM: 24%
[05:44:13] SERVER_METRIC - CPU: Normal | RAM: 58%
[05:44:14] SERVER_METRIC - CPU: Normal | RAM: 91%
[05:44:15] SERVER_METRIC - CPU: Normal | RAM: 13%
[05:44:16] SERVER_METRIC - CPU: Normal | RAM: 4%
[05:44:17] SERVER_METRIC - CPU: Normal | RAM: 76%
[05:44:18] SERVER_METRIC - CPU: Normal | RAM: 86%
[05:44:19] SERVER_METRIC - CPU: Normal | RAM: 6%
[05:44:20] SERVER_METRIC - CPU: Normal | RAM: 79%
[05:44:21] SERVER_METRIC - CPU: Normal | RAM: 64%
[05:44:22] SERVER_METRIC - CPU: Normal | RAM: 57%
[05:44:23] SERVER_METRIC - CPU: Normal | RAM: 98%
[05:44:24] SERVER_METRIC - CPU: Normal | RAM: 7%
[05:44:25] SERVER_METRIC - CPU: Normal | RAM: 50%
[05:44:26] SERVER_METRIC - CPU: Normal | RAM: 37%
[05:44:27] SERVER_METRIC - CPU: Normal | RAM: 51%
[05:44:28] SERVER_METRIC - CPU: Normal | RAM: 7%
[05:44:29] SERVER_METRIC - CPU: Normal | RAM: 57%
[05:44:30] SERVER_METRIC - CPU: Normal | RAM: 64%
[05:44:31] SERVER_METRIC - CPU: Normal | RAM: 25%
[05:44:32] SERVER_METRIC - CPU: Normal | RAM: 41%
[05:44:33] SERVER_METRIC - CPU: Normal | RAM: 32%
[05:44:34] SERVER_METRIC - CPU: Normal | RAM: 91%
[05:44:35] SERVER_METRIC - CPU: Normal | RAM: 24%
[05:44:36] SERVER_METRIC - CPU: Normal | RAM: 97%
[05:44:37] SERVER_METRIC - CPU: Normal | RAM: 92%
[05:44:38] SERVER_METRIC - CPU: Normal | RAM: 76%
[05:44:39] SERVER_METRIC - CPU: Normal | RAM: 57%
[05:44:40] SERVER_METRIC - CPU: Normal | RAM: 92%
[05:44:41] SERVER_METRIC - CPU: Normal | RAM: 90%
[05:44:42] SERVER_METRIC - CPU: Normal | RAM: 13%
[05:44:43] SERVER_METRIC - CPU: Normal | RAM: 14%
[05:44:44] SERVER_METRIC - CPU: Normal | RAM: 63%
[05:44:45] SERVER_METRIC - CPU: Normal | RAM: 78%
[05:44:46] SERVER_METRIC - CPU: Normal | RAM: 22%
[05:44:47] SERVER_METRIC - CPU: Normal | RAM: 84%
[05:44:48] SERVER_METRIC - CPU: Normal | RAM: 18%
[05:44:49] SERVER_METRIC - CPU: Normal | RAM: 13%
[05:44:50] SERVER_METRIC - CPU: Normal | RAM: 28%
[05:44:51] SERVER_METRIC - CPU: Normal | RAM: 98%
[05:44:52] SERVER_METRIC - CPU: Normal | RAM: 29%
[05:44:53] SERVER_METRIC - CPU: Normal | RAM: 75%
[05:44:54] SERVER_METRIC - CPU: Normal | RAM: 58%
[05:44:55] SERVER_METRIC - CPU: Normal | RAM: 63%
[05:44:56] SERVER_METRIC - CPU: Normal | RAM: 24%
[05:44:57] SERVER_METRIC - CPU: Normal | RAM: 63%
[05:44:58] SERVER_METRIC - CPU: Normal | RAM: 46%
[05:44:59] SERVER_METRIC - CPU: Normal | RAM: 56%
[05:45:00] SERVER_METRIC - CPU: Normal | RAM: 42%
[05:45:01] SERVER_METRIC - CPU: Normal | RAM: 16%
[05:45:02] SERVER_METRIC - CPU: Normal | RAM: 7%
[05:45:03] SERVER_METRIC - CPU: Normal | RAM: 69%
[05:45:04] SERVER_METRIC - CPU: Normal | RAM: 9%
[05:45:05] SERVER_METRIC - CPU: Normal | RAM: 71%
[05:45:06] SERVER_METRIC - CPU: Normal | RAM: 56%
[05:45:07] SERVER_METRIC - CPU: Normal | RAM: 73%
[05:45:08] SERVER_METRIC - CPU: Normal | RAM: 83%
[05:45:09] SERVER_METRIC - CPU: Normal | RAM: 54%
[05:45:10] SERVER_METRIC - CPU: Normal | RAM: 28%
[05:45:11] SERVER_METRIC - CPU: Normal | RAM: 26%
[05:45:12] SERVER_METRIC - CPU: Normal | RAM: 28%
[05:45:13] SERVER_METRIC - CPU: Normal | RAM: 65%
[05:45:15] SERVER_METRIC - CPU: Normal | RAM: 34%
[05:45:16] SERVER_METRIC - CPU: Normal | RAM: 40%
[05:45:17] SERVER_METRIC - CPU: Normal | RAM: 60%
[05:45:18] SERVER_METRIC - CPU: Normal | RAM: 6%
[05:45:19] SERVER_METRIC - CPU: Normal | RAM: 37%
[05:45:20] SERVER_METRIC - CPU: Normal | RAM: 80%
[05:45:21] SERVER_METRIC - CPU: Normal | RAM: 19%
[05:45:22] SERVER_METRIC - CPU: Normal | RAM: 52%
[05:45:23] SERVER_METRIC - CPU: Normal | RAM: 51%
[05:45:24] SERVER_METRIC - CPU: Normal | RAM: 0%
[05:45:25] SERVER_METRIC - CPU: Normal | RAM: 96%
[05:45:26] SERVER_METRIC - CPU: Normal | RAM: 62%
[05:45:27] SERVER_METRIC - CPU: Normal | RAM: 52%
[05:45:28] SERVER_METRIC - CPU: Normal | RAM: 34%
[05:45:29] SERVER_METRIC - CPU: Normal | RAM: 3%
[05:45:30] SERVER_METRIC - CPU: Normal | RAM: 23%
[05:45:31] SERVER_METRIC - CPU: Normal | RAM: 14%
[05:45:32] SERVER_METRIC - CPU: Normal | RAM: 58%
[05:45:33] SERVER_METRIC - CPU: Normal | RAM: 59%
[05:45:34] SERVER_METRIC - CPU: Normal | RAM: 63%
[05:45:35] SERVER_METRIC - CPU: Normal | RAM: 45%
[05:45:36] SERVER_METRIC - CPU: Normal | RAM: 89%
[05:45:37] SERVER_METRIC - CPU: Normal | RAM: 64%
[05:45:38] SERVER_METRIC - CPU: Normal | RAM: 85%
[05:45:39] SERVER_METRIC - CPU: Normal | RAM: 57%
